Title,Share Link,Download URL,Transcription JSON
Recording #11,https://go.screenpal.com/watch/c06h2mV5yE8,https://screenpal.com/content/video/download/c06h2mV5yE8,Recording__11_transcribed.json
Recording #11,https://go.screenpal.com/watch/c0iYnbVkeqz,https://screenpal.com/content/video/download/c0iYnbVkeqz,Recording__11_transcribed.json
Recording #110,https://go.screenpal.com/watch/cTerDiniqpc,https://screenpal.com/content/video/download/cTerDiniqpc,Recording__110_transcribed.json
Recording #110,https://go.screenpal.com/watch/c3lTnPVvLCh,https://screenpal.com/content/video/download/c3lTnPVvLCh,Recording__110_transcribed.json
Recording #1100,https://go.screenpal.com/watch/cT1OqwnXSmL,https://screenpal.com/content/video/download/cT1OqwnXSmL,Recording__1100_transcribed.json
Recording #1101,https://go.screenpal.com/watch/cTijXZnlU3i,https://screenpal.com/content/video/download/cTijXZnlU3i,Recording__110 (1)_transcribed.json
Recording #1102,https://go.screenpal.com/watch/cTiQYanl4CR,https://screenpal.com/content/video/download/cTiQYanl4CR,Recording__1102_transcribed.json
Recording #1104,https://go.screenpal.com/watch/cTi6FPnlB2F,https://screenpal.com/content/video/download/cTi6FPnlB2F,Recording__1104_transcribed.json
Recording #1105,https://go.screenpal.com/watch/cTiXVRnlBNW,https://screenpal.com/content/video/download/cTiXVRnlBNW,Recording__1105_transcribed.json
Recording #1106,https://go.screenpal.com/watch/cTiXr9nlpMy,https://screenpal.com/content/video/download/cTiXr9nlpMy,Recording__1106_transcribed.json
Recording #1107,https://go.screenpal.com/watch/cTi2DunlmWY,https://screenpal.com/content/video/download/cTi2DunlmWY,Recording__1107_transcribed.json
Recording #1108,https://go.screenpal.com/watch/cTionvnlJ6Z,https://screenpal.com/content/video/download/cTionvnlJ6Z,Recording__1108_transcribed.json
Recording #1109,https://go.screenpal.com/watch/cTioD8nlKPB,https://screenpal.com/content/video/download/cTioD8nlKPB,Recording__1109_transcribed.json
Recording #111,https://go.screenpal.com/watch/cTe32UnirTx,https://screenpal.com/content/video/download/cTe32UnirTx,Recording__11 (1)_transcribed.json
Recording #111,https://go.screenpal.com/watch/c3lTeEVvL5V,https://screenpal.com/content/video/download/c3lTeEVvL5V,Recording__11 (1)_transcribed.json
Recording #1110,https://go.screenpal.com/watch/cTi3bTnIQON,https://screenpal.com/content/video/download/cTi3bTnIQON,Recording__1110_transcribed.json
Recording #1111,https://go.screenpal.com/watch/cTi3bwnIQtC,https://screenpal.com/content/video/download/cTi3bwnIQtC,Recording__111 (1)_transcribed.json
Recording #1112,https://go.screenpal.com/watch/cTi3FknIQAM,https://screenpal.com/content/video/download/cTi3FknIQAM,Recording__1112_transcribed.json
Recording #1113,https://go.screenpal.com/watch/cTi0qJnIIFA,https://screenpal.com/content/video/download/cTi0qJnIIFA,Recording__1113_transcribed.json
Recording #1114,https://go.screenpal.com/watch/cTiZDxnIDwd,https://screenpal.com/content/video/download/cTiZDxnIDwd,Recording__1114_transcribed.json
Recording #1115,https://go.screenpal.com/watch/cTit3UnI3mc,https://screenpal.com/content/video/download/cTit3UnI3mc,Recording__1115_transcribed.json
Recording #1116,https://go.screenpal.com/watch/cTit3GnI3mM,https://screenpal.com/content/video/download/cTit3GnI3mM,Recording__1116_transcribed.json
Recording #1117,https://go.screenpal.com/watch/cTit3dnI3H1,https://screenpal.com/content/video/download/cTit3dnI3H1,Recording__1117_transcribed.json
Recording #1118,https://go.screenpal.com/watch/cTit3LnI3HY,https://screenpal.com/content/video/download/cTit3LnI3HY,Recording__1118_transcribed.json
Recording #1119,https://go.screenpal.com/watch/cTiuDanITxZ,https://screenpal.com/content/video/download/cTiuDanITxZ,Recording__1119_transcribed.json
Recording #112,https://go.screenpal.com/watch/cTeTXLniuS3,https://screenpal.com/content/video/download/cTeTXLniuS3,Recording__11 (2)_transcribed.json
Recording #1123,https://go.screenpal.com/watch/cTjeVDnICXp,https://screenpal.com/content/video/download/cTjeVDnICXp,Recording__1123_transcribed.json
Recording #1124,https://go.screenpal.com/watch/cTjiDZnI8Mx,https://screenpal.com/content/video/download/cTjiDZnI8Mx,Recording__1124_transcribed.json
Recording #1125,https://go.screenpal.com/watch/cTjXqYn2frA,https://screenpal.com/content/video/download/cTjXqYn2frA,Recording__1125_transcribed.json
Recording #1126,https://go.screenpal.com/watch/cTjXYFn2fv5,https://screenpal.com/content/video/download/cTjXYFn2fv5,Recording__1126_transcribed.json
Recording #1127,https://go.screenpal.com/watch/cTjlIJn2inY,https://screenpal.com/content/video/download/cTjlIJn2inY,Recording__1127_transcribed.json
Recording #1128,https://go.screenpal.com/watch/cTjInQn2j7X,https://screenpal.com/content/video/download/cTjInQn2j7X,Recording__1128_transcribed.json
Recording #1129,https://go.screenpal.com/watch/cTjInzn2jLi,https://screenpal.com/content/video/download/cTjInzn2jLi,Recording__1129_transcribed.json
Recording #113,https://go.screenpal.com/watch/cTeTlQniUVp,https://screenpal.com/content/video/download/cTeTlQniUVp,Recording__11 (3)_transcribed.json
Recording #1130,https://go.screenpal.com/watch/cTjI3Dn2llW,https://screenpal.com/content/video/download/cTjI3Dn2llW,Recording__1130_transcribed.json
Recording #1131,https://go.screenpal.com/watch/cTjI3Jn2loL,https://screenpal.com/content/video/download/cTjI3Jn2loL,Recording__1131_transcribed.json
Recording #1132,https://go.screenpal.com/watch/cTjI3Kn2lD1,https://screenpal.com/content/video/download/cTjI3Kn2lD1,Recording__1132_transcribed.json
Recording #1133,https://go.screenpal.com/watch/cTj2Iqn22lP,https://screenpal.com/content/video/download/cTj2Iqn22lP,Recording__1133_transcribed.json
Recording #1134,https://go.screenpal.com/watch/cTj2Ixn22oE,https://screenpal.com/content/video/download/cTj2Ixn22oE,Recording__1134_transcribed.json
Recording #1135,https://go.screenpal.com/watch/cTj2b1n229x,https://screenpal.com/content/video/download/cTj2b1n229x,Recording__1135_transcribed.json
Recording #1136,https://go.screenpal.com/watch/cTjqlTn2O8h,https://screenpal.com/content/video/download/cTjqlTn2O8h,Recording__1136_transcribed.json
Recording #1137,https://go.screenpal.com/watch/cTjqI9n2tYo,https://screenpal.com/content/video/download/cTjqI9n2tYo,Recording__1137_transcribed.json
Recording #1138,https://go.screenpal.com/watch/cTjYDin2wd3,https://screenpal.com/content/video/download/cTjYDin2wd3,Recording__1138_transcribed.json
Recording #1139,https://go.screenpal.com/watch/cTjrIin248d,https://screenpal.com/content/video/download/cTjrIin248d,Recording__1139_transcribed.json
Recording #114,https://go.screenpal.com/watch/c0Veo3Vwi2S,https://screenpal.com/content/video/download/c0Veo3Vwi2S,Recording__114_transcribed.json
Recording #114,https://go.screenpal.com/watch/c3liVsVvjPw,https://screenpal.com/content/video/download/c3liVsVvjPw,Recording__114_transcribed.json
Recording #1140,https://go.screenpal.com/watch/cTj3njn2zdu,https://screenpal.com/content/video/download/cTj3njn2zdu,Recording__1140_transcribed.json
Recording #1141,https://go.screenpal.com/watch/cTjOntn2m4D,https://screenpal.com/content/video/download/cTjOntn2m4D,Recording__114 (1)_transcribed.json
Recording #1142,https://go.screenpal.com/watch/cTjODpn2dXs,https://screenpal.com/content/video/download/cTjODpn2dXs,Recording__1142_transcribed.json
Recording #1143,https://go.screenpal.com/watch/cTjtlRn2s1c,https://screenpal.com/content/video/download/cTjtlRn2s1c,Recording__1143_transcribed.json
Recording #1144,https://go.screenpal.com/watch/cTjtIqn2s6g,https://screenpal.com/content/video/download/cTjtIqn2s6g,Recording__1144_transcribed.json
Recording #1145,https://go.screenpal.com/watch/cTjt2on2sZM,https://screenpal.com/content/video/download/cTjt2on2sZM,Recording__1145_transcribed.json
Recording #1146,https://go.screenpal.com/watch/cTjt2Dn2sTi,https://screenpal.com/content/video/download/cTjt2Dn2sTi,Recording__1146_transcribed.json
Recording #1147,https://go.screenpal.com/watch/cTjuDgn28sT,https://screenpal.com/content/video/download/cTjuDgn28sT,Recording__1147_transcribed.json
Recording #1148,https://go.screenpal.com/watch/cTjUDRn2SA3,https://screenpal.com/content/video/download/cTjUDRn2SA3,Recording__1148_transcribed.json
Recording #1149,https://go.screenpal.com/watch/cTjvDKnocud,https://screenpal.com/content/video/download/cTjvDKnocud,Recording__1149_transcribed.json
Recording #115,https://go.screenpal.com/watch/cOnnnXn3AxO,https://screenpal.com/content/video/download/cOnnnXn3AxO,Recording__115_transcribed.json
Recording #115,https://go.screenpal.com/watch/cOVhFonrocs,https://screenpal.com/content/video/download/cOVhFonrocs,Recording__115_transcribed.json
Recording #115,https://go.screenpal.com/watch/c0Vfo7Vw6Xl,https://screenpal.com/content/video/download/c0Vfo7Vw6Xl,Recording__115_transcribed.json
Recording #1150,https://go.screenpal.com/watch/cTQVIxnofQT,https://screenpal.com/content/video/download/cTQVIxnofQT,Recording__1150_transcribed.json
Recording #1151,https://go.screenpal.com/watch/cTQVDpnof5i,https://screenpal.com/content/video/download/cTQVDpnof5i,Recording__115 (1)_transcribed.json
Recording #1152,https://go.screenpal.com/watch/cTQVDGnof58,https://screenpal.com/content/video/download/cTQVDGnof58,Recording__115 (2)_transcribed.json
Recording #1153,https://go.screenpal.com/watch/cTQfDknooRg,https://screenpal.com/content/video/download/cTQfDknooRg,Recording__1153_transcribed.json
Recording #1154,https://go.screenpal.com/watch/cTQfFenoDX5,https://screenpal.com/content/video/download/cTQfFenoDX5,Recording__1154_transcribed.json
Recording #1159,https://go.screenpal.com/watch/cTQjIfnoZSC,https://screenpal.com/content/video/download/cTQjIfnoZSC,Recording__1159_transcribed.json
Recording #116,https://go.screenpal.com/watch/cOVhFbnroVe,https://screenpal.com/content/video/download/cOVhFbnroVe,Recording__116_transcribed.json
Recording #116,https://go.screenpal.com/watch/c0VXbVVwu2k,https://screenpal.com/content/video/download/c0VXbVVwu2k,Recording__116_transcribed.json
Recording #1160,https://go.screenpal.com/watch/cTQjblnoTRL,https://screenpal.com/content/video/download/cTQjblnoTRL,Recording__1160_transcribed.json
Recording #1161,https://go.screenpal.com/watch/cTQjbAnoOn9,https://screenpal.com/content/video/download/cTQjbAnoOn9,Recording__116 (1)_transcribed.json
Recording #1162,https://go.screenpal.com/watch/cTQQnHnotqG,https://screenpal.com/content/video/download/cTQQnHnotqG,Recording__1162_transcribed.json
Recording #1163,https://go.screenpal.com/watch/cTQXqLnoB84,https://screenpal.com/content/video/download/cTQXqLnoB84,Recording__1163_transcribed.json
Recording #1164,https://go.screenpal.com/watch/cTQlbwnoCr9,https://screenpal.com/content/video/download/cTQlbwnoCr9,Recording__1164_transcribed.json
Recording #1165,https://go.screenpal.com/watch/cTQDewnoK7W,https://screenpal.com/content/video/download/cTQDewnoK7W,Recording__1165_transcribed.json
Recording #1166,https://go.screenpal.com/watch/cTQDDNnoMBi,https://screenpal.com/content/video/download/cTQDDNnoMBi,Recording__1166_transcribed.json
Recording #1167,https://go.screenpal.com/watch/cTQFjgnoRWY,https://screenpal.com/content/video/download/cTQFjgnoRWY,Recording__1167_transcribed.json
Recording #1168,https://go.screenpal.com/watch/cTQqlanDnGg,https://screenpal.com/content/video/download/cTQqlanDnGg,Recording__1168_transcribed.json
Recording #1169,https://go.screenpal.com/watch/cTQqIxnDnSV,https://screenpal.com/content/video/download/cTQqIxnDnSV,Recording__1169_transcribed.json
Recording #117,https://go.screenpal.com/watch/cOVhF8nrojB,https://screenpal.com/content/video/download/cOVhF8nrojB,Recording__117_transcribed.json
Recording #1170,https://go.screenpal.com/watch/cTQqIMnDenF,https://screenpal.com/content/video/download/cTQqIMnDenF,Recording__1170_transcribed.json
Recording #1172,https://go.screenpal.com/watch/cTQq2knDelk,https://screenpal.com/content/video/download/cTQq2knDelk,Recording__1172_transcribed.json
Recording #1173,https://go.screenpal.com/watch/cTQ3DynDQWv,https://screenpal.com/content/video/download/cTQ3DynDQWv,Recording__1173_transcribed.json
Recording #1174,https://go.screenpal.com/watch/cTQ02dnDIsy,https://screenpal.com/content/video/download/cTQ02dnDIsy,Recording__1174_transcribed.json
Recording #1175,https://go.screenpal.com/watch/cTQZoknDFVg,https://screenpal.com/content/video/download/cTQZoknDFVg,Recording__1175_transcribed.json
Recording #1177,https://go.screenpal.com/watch/cTQToQnD3Vu,https://screenpal.com/content/video/download/cTQToQnD3Vu,Recording__1177_transcribed.json
Recording #1179,https://go.screenpal.com/watch/cTQOb4nDO0i,https://screenpal.com/content/video/download/cTQOb4nDO0i,Recording__1179_transcribed.json
Recording #118,https://go.screenpal.com/watch/c0VYc8Vws4Q,https://screenpal.com/content/video/download/c0VYc8Vws4Q,Recording__118_transcribed.json
Recording #1180,https://go.screenpal.com/watch/cTQUlInDx0V,https://screenpal.com/content/video/download/cTQUlInDx0V,Recording__1180_transcribed.json
Recording #1181,https://go.screenpal.com/watch/cTQUoYnDyIq,https://screenpal.com/content/video/download/cTQUoYnDyIq,Recording__1181_transcribed.json
Recording #1183,https://go.screenpal.com/watch/cTQvY5nDBwe,https://screenpal.com/content/video/download/cTQvY5nDBwe,Recording__1183_transcribed.json
Recording #1184,https://go.screenpal.com/watch/cTQvrfnDB4n,https://screenpal.com/content/video/download/cTQvrfnDB4n,Recording__1184_transcribed.json
Recording #1185,https://go.screenpal.com/watch/cT6V20nDp3b,https://screenpal.com/content/video/download/cT6V20nDp3b,Recording__1185_transcribed.json
Recording #1186,https://go.screenpal.com/watch/cT6VodnDpp4,https://screenpal.com/content/video/download/cT6VodnDpp4,Recording__1186_transcribed.json
Recording #1187,https://go.screenpal.com/watch/cT6nbXnDGbm,https://screenpal.com/content/video/download/cT6nbXnDGbm,Recording__1187_transcribed.json
Recording #1188,https://go.screenpal.com/watch/cT6e2ZnDJHu,https://screenpal.com/content/video/download/cT6e2ZnDJHu,Recording__1188_transcribed.json
Recording #1189,https://go.screenpal.com/watch/cT6ebTnDdqx,https://screenpal.com/content/video/download/cT6ebTnDdqx,Recording__1189_transcribed.json
Recording #119,https://go.screenpal.com/watch/cOVIbYnrk3v,https://screenpal.com/content/video/download/cOVIbYnrk3v,Recording__119_transcribed.json
Recording #119,https://go.screenpal.com/watch/c0VYnpVwsHW,https://screenpal.com/content/video/download/c0VYnpVwsHW,Recording__119_transcribed.json
Recording #1190,https://go.screenpal.com/watch/cT61oInDNLv,https://screenpal.com/content/video/download/cT61oInDNLv,Recording__1190_transcribed.json
Recording #1191,https://go.screenpal.com/watch/cT61D0nD8Qb,https://screenpal.com/content/video/download/cT61D0nD8Qb,Recording__119 (1)_transcribed.json
Recording #1192,https://go.screenpal.com/watch/cT61DEnD8IU,https://screenpal.com/content/video/download/cT61DEnD8IU,Recording__1192_transcribed.json
Recording #1193,https://go.screenpal.com/watch/cT6jldnbVpq,https://screenpal.com/content/video/download/cT6jldnbVpq,Recording__1193_transcribed.json
Recording #1194,https://go.screenpal.com/watch/cT6jbFnbnzw,https://screenpal.com/content/video/download/cT6jbFnbnzw,Recording__1194_transcribed.json
Recording #1195,https://go.screenpal.com/watch/cT66YTnb6WO,https://screenpal.com/content/video/download/cT66YTnb6WO,Recording__1195_transcribed.json
Recording #1197,https://go.screenpal.com/watch/cT6Db1nbULi,https://screenpal.com/content/video/download/cT6Db1nbULi,Recording__1197_transcribed.json
Recording #1198,https://go.screenpal.com/watch/cT6qlYnbzzz,https://screenpal.com/content/video/download/cT6qlYnbzzz,Recording__1198_transcribed.json
Recording #1199,https://go.screenpal.com/watch/cT6YbGnbgm9,https://screenpal.com/content/video/download/cT6YbGnbgm9,Recording__1199_transcribed.json
Recording #12,https://go.screenpal.com/watch/cThjqpnQkO0,https://screenpal.com/content/video/download/cThjqpnQkO0,Recording__12_transcribed.json
Recording #12,https://go.screenpal.com/watch/c06rcuVEqvy,https://screenpal.com/content/video/download/c06rcuVEqvy,Recording__12_transcribed.json
Recording #12,https://go.screenpal.com/watch/c06hDLV54lh,https://screenpal.com/content/video/download/c06hDLV54lh,Recording__12_transcribed.json
Recording #12,https://go.screenpal.com/watch/c0iYeMVkeUh,https://screenpal.com/content/video/download/c0iYeMVkeUh,Recording__12_transcribed.json
